id,category,subcategory,years,thumbs,main_image,additional_images,price,product_name,part_number,product_description
ams-11,seats,mesinger,,./category/Seats/thumbnails/mesinger-superba-1.jpg,./category/Seats/mesinger-superba-1.jpg,"[""./category/Seats/mesinger-superba-2.jpg"",""./category/Seats/mesinger-superba-3.jpg"",""./category/Seats/mesinger-superba-4.jpg"",""./category/Seats/mesinger-superba-5.jpg""]",$325,Mesinger Superba,,price is for leather work only. molded one piece with liner
ams-12,seats,troxel,,./category/Seats/thumbnails/troxel-ace-1.jpg,./category/Seats/troxel-ace-1.jpg,"[""./category/Seats/troxel-ace-2.jpg""]",$450,Troxel Ace,,"price is for leather work only. 1919 thru 1923, similar to above but with sewn center depression, "
ams-13,seats,troxel,,./category/Seats/thumbnails/troxel-eagle-1.jpg,./category/Seats/troxel-eagle-1.jpg,"[""./category/Seats/troxel-eagle-2.jpg""]",$325,Troxel No1,,"price is for leather work only. started 1912, closed nose (no nose coil spring), molded one piece with liner, had conical upper springs"
ams-14,seats,troxel,,./category/Seats/thumbnails/troxel-jumbo-1.jpg,./category/Seats/troxel-jumbo-1.jpg,"[""./category/Seats/troxel-jumbo-2.jpg"",""./category/Seats/troxel-jumbo-3.jpg""]",$450,Troxel Jumbo,,"price is for leather work only. Started 1916, new curved plywood inner base, top/ bottom leather, padded & sewn, flat & wide"
ams-15,seats,troxel,,./category/Seats/thumbnails/troxel-truform-1.jpg,./category/Seats/troxel-truform-1.jpg,"[""./category/Seats/troxel-truform-2.jpg"",""./category/Seats/troxel-truform-3.jpg""]",$450,Troxel Truform,,"price is for leather work only. new curved plywood base, padded & sewn, top and bottom leather "
ams-16,seats,persons,,./category/Seats/thumbnails/persons-pan-dandy-1.jpg,./category/Seats/persons-pan-dandy-1.jpg,"[""./category/Seats/persons-pan-dandy-2.jpg"",""./category/Seats/persons-pan-dandy-3.jpg""]",$335,Persons Pan Dandy,,"price is for leather work only. with 4 transverse springs across rear, padded and sewn"
ams-17,seats,persons,,./category/Seats/thumbnails/persons-king-comfort-1.jpg,./category/Seats/persons-king-comfort-1.jpg,"[""./category/Seats/persons-king-comfort-2.jpg"",""./category/Seats/persons-king-comfort-3.jpg""]",$335,Persons King Comfort,,"price is for leather work only. deep bucket, hair padding, started about 1923, two 5/8"" vent holes in pan middle, decal on back"
ams-18,seats,aged/patina,,./category/Seats/thumbnails/aged-patina-1.jpg,./category/Seats/aged-patina-1.jpg,,$40,Aged Leather / Patina'd ,,
ams-19,seats,aged/patina,,./category/Seats/thumbnails/aged-patina-2.jpg,./category/Seats/aged-patina-2.jpg,,$40,Aged Leather / Patina'd ,,
ams-20,seats,aged/patina,,./category/Seats/thumbnails/aged-patina-3.jpg,./category/Seats/aged-patina-3.jpg,,$40,Aged Leather / Patina'd ,,
ams-21,seats,aged/patina,,./category/Seats/thumbnails/aged-patina-4.jpg,./category/Seats/aged-patina-4.jpg,,$40,Aged Leather / Patina'd ,,
ams-22,seats,aged/patina,,./category/Seats/thumbnails/aged-patina-5.jpg,./category/Seats/aged-patina-5.jpg,,$40,Aged Leather / Patina'd ,,
ams-23,seats,aged/patina,,./category/Seats/thumbnails/aged-patina-6.jpg,./category/Seats/aged-patina-6.jpg,,$40,Aged Leather / Patina'd ,,
ams-24,seats,toolboxes,,./category/Seats/thumbnails/flying-merkel-toolbox-1.jpg,./category/Seats/flying-merkel-toolbox-1.jpg,"[""./category/Seats/flying-merkel-toolbox-2.jpg""]",$500,Flying Merkel Toolbox,,
ams-25,seats,toolboxes,,./category/Seats/thumbnails/harley-davidson-toolbag-1.jpg,./category/Seats/harley-davidson-toolbag-1.jpg,"[""./category/Seats/harley-davidson-toolbag-2.jpg""]",$200,Harley Davidson Tool Bag,,
ams-26,seats,toolboxes,,./category/Seats/thumbnails/indian-toolbox-1.jpg,./category/Seats/indian-toolbox-1.jpg,"[""./category/Seats/indian-toolbox-2.jpg""]",$500,Indian Toolbox,,
ams-27,seats,toolboxes,,./category/Seats/thumbnails/persons-toolbox-1.jpg,./category/Seats/persons-toolbox-1.jpg,"[""./category/Seats/persons-toolbox-2.jpg"",""./category/Seats/persons-toolbox-3.jpg"",""./category/Seats/persons-toolbox-4.jpg"",""./category/Seats/persons-toolbox-5.jpg""]",$500,Persons Toolbox,,
ams-28,seats,toolboxes,,./category/Seats/thumbnails/troxel-toolbox-1.jpg,./category/Seats/troxel-toolbox-1.jpg,"[""./category/Seats/troxel-toolbox-2.jpg,""./category/Seats/troxel-toolbox-3.jpg""]",$500,Troxel Leather Toolbox,,
ams-29,seats,toolboxes,,./category/Seats/thumbnails/troxel-seat-toolbag-1.jpg,./category/Seats/troxel-seat-toolbag-1.jpg,"[""./category/Seats/troxel-seat-toolbag-2.jpg""]",$200,Troxel Seat Toolbag,,
ams-30,seats,bicycle,,./category/Seats/thumbnails/brooks-b90-bicycle-seat.jpg,./category/Seats/brooks-b90-bicycle-seat.jpg,,$275,Brooks B90 Bicycle Saddle,,price is for leather work only. molded one piece with liner
ams-31,seats,,,./category/Seats/thumbnails/brooks-b100-1.jpg,./category/Seats/brooks-b100-1.jpg,"[""./category/Seats/brooks-b100-2.jpg"",""./category/Seats/brooks-b100-3.jpg""]",$365,Brooks B100,,"
price is for leather work only. molded one piece with liner"
ams-32,seats,,,./category/Seats/thumbnails/harley-davidson-military-pan-1.jpg,./category/Seats/harley-davidson-military-pan-1.jpg,"[""./category/Seats/harley-davidson-military-pan-2.jpg""]",$335,Harley Davidson Military Pan,,price is for leather work only. 
ams-33,seats,,,./category/Seats/thumbnails/harley-davidson-solo-pan-1.jpg,./category/Seats/harley-davidson-solo-pan-1.jpg,"[""./category/Seats/harley-davidson-solo-pan-2.jpg"",""./category/Seats/harley-davidson-solo-pan-3.jpg""]",$335,Harley Davidson Solo Pan,,price is for leather work only. 
ams-34,seats,bicycle,,./category/Seats/thumbnails/hunt-bicycle-seat.jpg,./category/Seats/hunt-bicycle-seat.jpg,,$335,Hunt Bicycle Saddle,,"price is for leather work only. new curved plywood base, padded & sewn, top and bottom leather "
ams-35,seats,,,./category/Seats/thumbnails/indian-pan-1.jpg,./category/Seats/indian-pan-1.jpg,,$335,Indian Pan,,price is for leather work only. 
ams-36,seats,bicycle,,./category/Seats/thumbnails/sager-bicycle-seat.jpg,./category/Seats/sager-bicycle-seat.jpg,,$335,Sager Bicycle Saddle,,"price is for leather work only. new curved plywood base, padded & sewn, top and bottom leather "
ams-37,seats,,,./category/Seats/thumbnails/troxel-seat-clamp.jpg,./category/Seats/troxel-seat-clamp.jpg,,$150,Troxel Seat Clamp,,
ams-39,tanks,harley-davidson,,./category/tanks/thumbnails/1912-harley-davidson-single-tank-1.jpg,./category/tanks/1912-harley-davidson-single-tank-1.jpg,"[""./category/tanks/1912-harley-davidson-single-tank-2.jpg"",""./category/tanks/1912-harley-davidson-single-tank-3.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,150",1912 Single Belt Drive.,,"Fits 1912. Belt Drive. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-41,tanks,harley-davidson,,./category/tanks/thumbnails/1915-harley-davidson-single-tank-1.jpg,./category/tanks/1915-harley-davidson-single-tank-1.jpg,"[""./category/tanks/1915-harley-davidson-single-tank-2.jpg"",""./category/tanks/1915-harley-davidson-single-tank-3.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,100",1915 Single Tanks,,
ams-38,tanks,harley-davidson,,./category/tanks/thumbnails/1911-harley-davidson-single-tanks-1.jpg,./category/tanks/1911-harley-davidson-single-tanks-1.jpg,"[""./category/tanks/1911-harley-davidson-single-tanks-2.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,150",1910 - 1911 Single Tanks,,"Fits years 1910 to 1911. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-40,tanks,harley-davidson,,./category/tanks/thumbnails/1912-1914-harley-davidson-twin-tank-1.jpg,./category/tanks/1912-1914-harley-davidson-twin-tank-1.jpg,"[""./category/tanks/harley-tank-brass.jpg""]","$2,000",1912-1914 Chain Drive Twin,,
ams-42,tanks,harley-davidson,,./category/tanks/thumbnails/1915-harley-davidson-racing-twin-tanks-1.jpg,./category/tanks/1915-harley-davidson-racing-twin-tanks-1.jpg,"[""./category/tanks/1915-harley-davidson-racing-twin-tanks-2.jpg"",""./category/tanks/1915-harley-davidson-racing-twin-tanks-3.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$3,000",1915 Racing Twin Tanks,,
ams-43,tanks,harley-davidson,,./category/tanks/thumbnails/1915-harley-davidson-travelers-twin-tanks-1.jpg,./category/tanks/1915-harley-davidson-travelers-twin-tanks-1.jpg,"[""./category/tanks/1915-harley-davidson-travelers-twin-tanks-2.jpg"",""./category/tanks/1915-harley-davidson-travelers-twin-tanks-3.jpg"",""./category/tanks/1915-harley-davidson-travelers-twin-tanks-4.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,600",1915 Traveler Twin Tanks,,
ams-44,tanks,harley-davidson,,./category/tanks/thumbnails/1915-harley-davidson-twin-tank-1.jpg,./category/tanks/1915-harley-davidson-twin-tank-1.jpg,"[""./category/tanks/1915-harley-davidson-twin-tank-2.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,400",1915 Twin Tanks,,
ams-45,tanks,excelsior,,./category/tanks/thumbnails/1911-Excelsior-single-tank-1.jpg,./category/tanks/1911-Excelsior-single-tank-1.jpg,"[""./category/tanks/1911-excelsior-single-tank-2.jpg""]","$2,500",1911 Single Tank,,
ams-46,tanks,excelsior,,./category/tanks/thumbnails/1911-Excelsior-racing-twin-tank-1.jpg,./category/tanks/1911-Excelsior-racing-twin-tank-1.jpg,"[""./category/tanks/1911-Excelsior-racing-twin-tank-2.jpg""]","$2,000",1911 Racing Twin Tank,,
ams-47,tanks,excelsior,,./category/tanks/thumbnails/1912-1914-Excelsior-twin-tank-1.jpg,./category/tanks/1912-1914-Excelsior-twin-tank-1.jpg,"[""./category/tanks/1912-1914-Excelsior-twin-tank-2.jpg"",""./category/tanks/1912-1914-Excelsior-twin-tank-3.jpg""]","$3,000",1912 - 1914 Twin Tank,,
ams-48,tanks,henderson,,./category/tanks/thumbnails/1915-henderson-tank-1.jpg,./category/tanks/1915-henderson-tank-1.jpg,"[""./category/tanks/1915-henderson-tank-2.jpg""]","$2,200",1915 Tank,,
ams-49,tanks,henderson,,./category/tanks/thumbnails/1917-henderson-tank-1.jpg,./category/tanks/1917-henderson-tank-1.jpg,"[""./category/tanks/1917-henderson-tank-2.jpg""]","$2,200",1917 Tank,,
ams-50,tanks,,,./category/tanks/thumbnails/1911-1913-flanders-tank-1.jpg,./category/tanks/1911-1913-flanders-tank-1.jpg,"[""./category/tanks/1911-1913-flanders-tank-2.jpg""]","$1,850",1911-1913 Flanders Tank,,
ams-51,tanks,,,./category/tanks/thumbnails/1914-flanders-tank-1.jpg,./category/tanks/1914-flanders-tank-1.jpg,,"$1,850",1914 Flanders Tank,,
ams-52,tanks,,,./category/tanks/thumbnails/1912-1914-thor-single.jpg,./category/tanks/1912-1914-thor-single.jpg,"[""./category/tanks/1912-1914-thor-single-2.jpg""]","$2,000",1912-1914 Thor Single Tank,,
ams-53,tanks,,,./category/tanks/thumbnails/1912-1914-thor-twin-tank-1.jpg,./category/tanks/1912-1914-thor-twin-tank-1.jpg,"[""./category/tanks/1912-1914-thor-twin-tank-2.jpg""]","$2,000",1912-1914 Thor Twin Tank,,
ams-54,tanks,,,./category/tanks/thumbnails/1912-wagner-tank-1.jpg,./category/tanks/1912-wagner-tank-1.jpg,"[""./category/tanks/1912-wagner-tank-2.jpg"",""./category/tanks/1912-wagner-tank-3.jpg""]","$1,800",1912 Wagner Tank,,
ams-55,tanks,,,./category/tanks/thumbnails/1913-1914-dayton-tank-1.jpg,./category/tanks/1913-1914-dayton-tank-1.jpg,,"$2,000",1913-1914 Dayton Tank,,
ams-56,tanks,,,./category/tanks/thumbnails/1913-1915-indian-tank-1.jpg,./category/tanks/1913-1915-indian-tank-1.jpg,,"$1,800",1913-1915 Indian Tank,,
ams-57,tanks,,,./category/tanks/thumbnails/1914-1916-pope-tank-1.jpg,./category/tanks/1914-1916-pope-tank-1.jpg,,"$2,000",1914-1916 Pope Tankl,,
ams-58,harley-davidson,frame & related parts,"[""1915""]",./category/harley-davidson/thumbnails/1915-harley-davidson-twin-frame-1.jpg,./category/harley-davidson/1915-harley-davidson-twin-frame-1.jpg,"[""./category/harley-davidson/1915-harley-davidson-twin-frame-2.jpg"",""./category/harley-davidson/1915-harley-davidson-twin-frame-3.jpg"",""./category/harley-davidson/1915-harley-davidson-twin-frame-4.jpg""]","$5,000",Twin Frame,,"1915 frame.  100% complete, machined castings pinned and brazed. Handmade in USA!"
ams-59,harley-davidson,frame & related parts,"[""1911"", ""1912"", ""1913"", ""1914"", ""1915""]",./category/harley-davidson/thumbnails/1909-1915-muffler-bracket-casting.jpg,./category/harley-davidson/1909-1915-muffler-bracket-casting.jpg,"[""./category/harley-davidson/1909-1915-muffler-bracket-casting-2.jpg""]",$180,Muffler Bracket Casting,,Fits years 1909 to 1915. Machined and ready for your bike! Handmade in USA!
ams-60,harley-davidson,frame & related parts,"[""1915""]",./category/harley-davidson/thumbnails/1915-tailpipe.jpg,./category/harley-davidson/1915-tailpipe.jpg,,$55,Tailpipe,,Fits 1915. Handmade in USA!
ams-61,harley-davidson,frame & related parts,"[""1912,""1913"",""1914""]",./category/harley-davidson/thumbnails/1912-1914-full-floater-seat-bar.jpg,./category/harley-davidson/1912-1914-full-floater-seat-bar.jpg,"[""./category/harley-davidson/1912-1914-full-floater-seat-bar-2.jpg""]",$200,Ful-Floteing Seat Bar,,"Fits years 1912 to 1914.  Yep, that's how it's spelled! Just look at the logo on our castings. Handmade in USA!"
ams-62,harley-davidson,frame & related parts,"[""1914"", ""1915"", ""1916""]",./category/harley-davidson/thumbnails/1914-1926-rear-axle-adjusters.jpg,./category/harley-davidson/1914-1926-rear-axle-adjusters.jpg,,$20,Rear Axle Adjusters,,Fits years 1914 to 1926. 
ams-63,harley-davidson,frame & related parts,"[""1911"",""1912"",""1913""]",./category/harley-davidson/thumbnails/1911-1913-rear-axle-adjusters.jpg,./category/harley-davidson/1911-1913-rear-axle-adjusters.jpg,,$20,Rear Axle Adjusters,test number,Fits years 1911 to 1913.
ams-64,harley-davidson,frame & related parts,"[""1911"", ""1912"", ""1913"", ""1914""]",./category/harley-davidson/thumbnails/1905-1914-harley-davidson-pinch-bolt-casting.jpg,./category/harley-davidson/1905-1914-harley-davidson-pinch-bolt-casting.jpg,,$75,Pinch Bolt Casting,,Fits years 1905 to 1914. Comes as a set. Machined and ready for your bike! Handmade in USA!
ams-65,harley-davidson,frame & related parts,"[""1911"", ""1912"", ""1913"", ""1914"", ""1915""]",./category/harley-davidson/thumbnails/1909-1915-harley-davidson-motor-mount-casting.jpg,./category/harley-davidson/1909-1915-harley-davidson-motor-mount-casting.jpg,,$75 each,Motor Mount Casting,,Fits years 1909 to 1915. Machined and ready for your bike! Handmade in USA!
ams-66,harley-davidson,frame & related parts,"[""1911"", ""1912"", ""1913"", ""1914"", ""1915"", ""1916""]",./category/harley-davidson/thumbnails/1909-1924-harley-davidson-engine-mount-casting.jpg,./category/harley-davidson/1909-1924-harley-davidson-engine-mount-casting.jpg,,$75,Engine Mount Casting,,Fits years 1909 to 1924. Machined and ready for your bike! Handmade in USA!
ams-67,harley-davidson,frame & related parts,"[""1911""]",./category/harley-davidson/thumbnails/1910-1911-harley-davidson-rear-stand.jpg,./category/harley-davidson/1910-1911-harley-davidson-rear-stand.jpg,,$400,Rear Stand,,"Fits years 1910 to 1911. Made from 7/8"" channel steel, Just like the original (unlike some folks that use an incorrect size). Handmade in USA!"
ams-68,harley-davidson,frame & related parts,"[""1912"", ""1913"", ""1914""]",./category/harley-davidson/thumbnails/1912-1914-harley-davidson-control-pivot-casting.jpg,./category/harley-davidson/1912-1914-harley-davidson-control-pivot-casting.jpg,,$75,Control Pivot Casting,,Fits years 1912 to 1914.  Machined and ready for your bike! Handmade in USA!
ams-69,harley-davidson,frame & related parts,"[""1914"", ""1915"", ""1916""]",./category/harley-davidson/thumbnails/1914-1924-harley-davidson-running-board-casting.jpg,./category/harley-davidson/1914-1924-harley-davidson-running-board-casting.jpg,,$75 each,Running Board Casting,,Fits years 1914 to 1924. Machined and ready for your bike! Handmade in USA!
ams-70,harley-davidson,frame & related parts,"[""1915"", ""1916""]",./category/harley-davidson/thumbnails/1915-1923-harley-davidson-seat-post-casting-1.jpg,./category/harley-davidson/1915-1923-harley-davidson-seat-post-casting-1.jpg,"[""./category/harley-davidson/1915-1923-harley-davidson-seat-post-casting-2.jpg""]",$325,Seat Post Casting,,Fits years 1915 to 1923. Machined and ready for your bike! Handmade in USA!
ams-71,harley-davidson,frame & related parts,"[""1912"", ""1913"", ""1914""]",./category/harley-davidson/thumbnails/1912-1914-center-post-casting.jpg,./category/harley-davidson/1912-1914-center-post-casting.jpg,"[""./category/harley-davidson/1912-1914-center-post-casting-2.jpg""]",$75,Center Post Casting,,Fits years 1912 to 1914. Machined and ready for your bike! Handmade in USA!
ams-72,harley-davidson,sheetmetal & related parts,"[""1911"",""1912"",""1913"",""1914""]",./category/harley-davidson/thumbnails/1911-1914-front-fender-stays.jpg,./category/harley-davidson/1911-1914-front-fender-stays.jpg,,$55,Front Fender Stays,,"Fits years 1911 to 1914. Constructed from 1/4"" steel. Handmade in USA!"
ams-73,harley-davidson,sheetmetal & related parts,"[""1915"",""1916""]",./category/harley-davidson/thumbnails/1915-and-up-tank-mount-bracket.jpg,./category/harley-davidson/1915-and-up-tank-mount-bracket.jpg,,$30,Horn Mount Bracket,,Fits years 1915 and up. For mounting horn on top of your gas tank. You can drill holes to match your horn to the tank. Handmade in USA!
ams-74,harley-davidson,sheetmetal & related parts,"[""1915""]",./category/harley-davidson/thumbnails/1915-dirt-trap.jpg,./category/harley-davidson/1915-dirt-trap.jpg,"[""./category/harley-davidson/1915-dirt-trap-2.jpg""]",$135,Dirt Trap,,Fits 1915. Complete with filter and gasket. Handmade in USA!
ams-75,harley-davidson,sheetmetal & related parts,"[""1915""]",./category/harley-davidson/thumbnails/1915-front-fender-brace.jpg,./category/harley-davidson/1915-front-fender-brace.jpg,,$55,Front Fender Brace,,"Fits 1915. Constructed from 5/16"" steel. Handmade in USA!"
ams-77,harley-davidson,sheetmetal & related parts,"[""1915""]",./category/harley-davidson/thumbnails/1915-rear-fender-stays.jpg,./category/harley-davidson/1915-rear-fender-stays.jpg,,$120,Rear Fender Stays,,"Fits 1915. Constructed from 5/16"" steel. Handmade in USA!"
ams-78,harley-davidson,sheetmetal & related parts,"[""1912""]",./category/harley-davidson/thumbnails/1912-single-tank.jpg,./category/harley-davidson/1912-single-tank.jpg,"[""./category/harley-davidson/1912-single-tank-2.jpg"",""./category/harley-davidson/1912-single-tank-3.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,150",Belt Drive Single Tank,,"Fits 1912. Belt Drive. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-79,harley-davidson,sheetmetal & related parts,"[""1915""]",./category/harley-davidson/thumbnails/1915-single-tank.jpg,./category/harley-davidson/1915-single-tank.jpg,"[""./category/harley-davidson/1915-single-tank-2.jpg"",""./category/harley-davidson/1915-single-tank-3.jpg"", ""./category/tanks/harley-tank-brass.jpg""]","$2,100",Single Tank,,"Fits 1915. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-38,harley-davidson,sheetmetal & related parts,"[""1911""]",./category/tanks/thumbnails/1911-harley-davidson-single-tanks-1.jpg,./category/tanks/1911-harley-davidson-single-tanks-1.jpg,"[""./category/tanks/1911-harley-davidson-single-tanks-2.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,150",1910-1911 Single Tanks,,"Fits years 1910 to 1911. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-40,harley-davidson,sheetmetal & related parts,"[""1912"", ""1913"", ""1914""]",./category/tanks/thumbnails/1912-1914-harley-davidson-twin-tank-1.jpg,./category/tanks/1912-1914-harley-davidson-twin-tank-1.jpg,"[""./category/tanks/harley-tank-brass.jpg""]","$2,000",1912-1914 Chain Drive Twin,,"Fits years 1912 to 1914. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-42,harley-davidson,sheetmetal & related parts,"[""1915""]",./category/tanks/thumbnails/1915-harley-davidson-racing-twin-tanks-1.jpg,./category/tanks/1915-harley-davidson-racing-twin-tanks-1.jpg,"[""./category/tanks/1915-harley-davidson-racing-twin-tanks-2.jpg"",""./category/tanks/1915-harley-davidson-racing-twin-tanks-3.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$3,000",1915 Racing Twin Tanks,,"Fits 1915. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-43,harley-davidson,sheetmetal & related parts,"[""1915""]",./category/tanks/thumbnails/1915-harley-davidson-travelers-twin-tanks-1.jpg,./category/tanks/1915-harley-davidson-travelers-twin-tanks-1.jpg,"[""./category/tanks/1915-harley-davidson-travelers-twin-tanks-2.jpg"",""./category/tanks/1915-harley-davidson-travelers-twin-tanks-3.jpg"",""./category/tanks/1915-harley-davidson-travelers-twin-tanks-4.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,600",1915 Traveler Twin Tanks,,"Fits 1915. Larger capacity for distance riding. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-44,harley-davidson,sheetmetal & related parts,"[""1915""]",./category/tanks/thumbnails/1915-harley-davidson-twin-tank-1.jpg,./category/tanks/1915-harley-davidson-twin-tank-1.jpg,"[""./category/tanks/1915-harley-davidson-twin-tank-2.jpg"",""./category/tanks/harley-tank-brass.jpg""]","$2,400",1915 Twin Tanks,,"Fits 1915. Complete with caps and shutoff needles and lower mounting bolts. Also available in brass at no addt'l cost! (advantages of brass: stronger seams, no rust)"
ams-80,harley-davidson,sheetmetal & related parts,"[""1916""]",./category/harley-davidson/thumbnails/1917-1923-harley-toolbox-1.jpg,./category/harley-davidson/1917-1923-harley-toolbox-1.jpg,"[""./category/harley-davidson/1915-1916-harley-toolbox-2.jpg""]",$500,1915 - 1916 Toolbox,,Fits years 1917 to 1923. Complete with lock and key. Handmade in USA!
ams-81,harley-davidson,sheetmetal & related parts,"[""1911"", ""1912"", ""1913""]",./category/harley-davidson/thumbnails/1911-1913-rear-fender-valance-1.jpg,./category/harley-davidson/1911-1913-rear-fender-valance-1.jpg,,$165,Rear Fender Valance,,Fits years 1911 to 1913. For belt drives only. Handmade in USA!
ams-83,harley-davidson,sheetmetal & related parts,"[ ""1915"",""1916""]",./category/harley-davidson/thumbnails/1915-1916-harley-toolbox-1.jpg,./category/harley-davidson/1915-1916-harley-toolbox-1.jpg,"[""./category/harley-davidson/1917-1923-harley-toolbox-2.jpg""]",$500,1917 - 1923 Toolbox,,Fits years 1917 to 1923. Complete with lock and key. Handmade in USA!
ams-84,harley-davidson,sheetmetal & related parts,"[""1913,""1914"",""1915""]",./category/harley-davidson/thumbnails/1913-1915-rear-stand-clip.jpg,./category/harley-davidson/1913-1915-rear-stand-clip.jpg,,$125,Rear Stand Clip,,"Fits years 1913 to 1915. It holds the rear stand, it's a clip....get it! Handmade in USA!"
ams-85,harley-davidson,sheetmetal & related parts,"[""1911""]",./category/harley-davidson/thumbnails/1911-harley-twin-toolbox-1.jpg,./category/harley-davidson/1911-harley-twin-toolbox-1.jpg,"[""./category/harley-davidson/1911-harley-twin-toolbox-2.jpg""]","$1,400",Twin Oilbag/Toolbox,,Fits 1911. Complete with cap and shutoff needle. 
